chrom1	chrom2	policy	selected_swap_code	selected_swap1	selected_swap2	flip_source	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
chr1	chr8	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1480	0.545945946	0.675	0.791814947	0.300675676
chr1	chr8	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1480	0.545945946	0.675	0.791814947	0.300675676
chr1	chr8	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1480	0.545945946	0.675	0.791814947	0.300675676
chr1	chr8	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1480	0.545945946	0.675	0.791814947	0.300675676
chr1	chr8	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	1480	0.545945946	0.675	0.791814947	0.300675676
chr1	chr8	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1480	0.545945946	0.675	0.791814947	0.300675676
chr1	chr8	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	1480	0.545945946	0.675	0.791814947	0.300675676
chr1	chr8	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1480	0.187162162	0.324324324	0.090747331	0.0344594595
chr1	chr9	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1116	0.222222222	0.420250896	0.136054422	0.0358422939
chr1	chr9	pair_independent_4state_oracle	1	0	1	snp_truth_oracle	1116	0.396057348	0.579749104	0.656462585	0.172939068
chr1	chr9	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1116	0.222222222	0.420250896	0.136054422	0.0358422939
chr1	chr9	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1116	0.222222222	0.420250896	0.136054422	0.0358422939
chr1	chr9	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1116	0.222222222	0.420250896	0.136054422	0.0358422939
chr1	chr9	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1116	0.222222222	0.420250896	0.136054422	0.0358422939
chr1	chr9	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1116	0.396057348	0.579749104	0.656462585	0.172939068
chr1	chr9	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	1116	0.396057348	0.579749104	0.656462585	0.172939068
chr1	chr9	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1116	0.396057348	0.579749104	0.656462585	0.172939068
chr1	chr9	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1116	0.396057348	0.579749104	0.656462585	0.172939068
chr1	chr10	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr10	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	758	0.267810026	0.526385224	0.247368421	0.124010554
chr1	chr11	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1466	0.361527967	0.521145975	0.457983193	0.148703956
chr1	chr11	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1466	0.361527967	0.521145975	0.457983193	0.148703956
chr1	chr11	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1466	0.361527967	0.521145975	0.457983193	0.148703956
chr1	chr11	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1466	0.361527967	0.521145975	0.457983193	0.148703956
chr1	chr11	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1466	0.361527967	0.521145975	0.457983193	0.148703956
chr1	chr11	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1466	0.361527967	0.521145975	0.457983193	0.148703956
chr1	chr11	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1466	0.334242838	0.478854025	0.420168067	0.136425648
chr1	chr11	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	1466	0.334242838	0.478854025	0.420168067	0.136425648
chr1	chr11	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	1466	0.361527967	0.521145975	0.457983193	0.148703956
chr1	chr11	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1466	0.334242838	0.478854025	0.420168067	0.136425648
chr1	chr12	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr12	pair_independent_4state_oracle	1	0	1	snp_truth_oracle	815	0.268711656	0.511656442	0.394957983	0.0576687117
chr1	chr12	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr12	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr12	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr12	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr12	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr12	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr12	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr12	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	815	0.244171779	0.488343558	0.235294118	0.0343558282
chr1	chr13	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	897	0.314381271	0.545150502	0.560606061	0.0412486065
chr1	chr13	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	897	0.314381271	0.545150502	0.560606061	0.0412486065
chr1	chr13	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	897	0.314381271	0.545150502	0.560606061	0.0412486065
chr1	chr13	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	897	0.314381271	0.545150502	0.560606061	0.0412486065
chr1	chr13	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	897	0.314381271	0.545150502	0.560606061	0.0412486065
chr1	chr13	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	897	0.314381271	0.545150502	0.560606061	0.0412486065
chr1	chr13	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	897	0.229654404	0.454849498	0.196969697	0.0144927536
chr1	chr13	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	897	0.229654404	0.454849498	0.196969697	0.0144927536
chr1	chr13	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	897	0.229654404	0.454849498	0.196969697	0.0144927536
chr1	chr13	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	897	0.229654404	0.454849498	0.196969697	0.0144927536
chr1	chr14	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr14	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	607	0.28830313	0.484349259	0.289655172	0.0691927512
chr1	chr15	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	966	0.164596273	0.709109731	0.138738739	0.0797101449
chr1	chr15	pair_independent_4state_oracle	3	1	1	snp_truth_oracle	966	0.544513458	0.709109731	0.67027027	0.385093168
chr1	chr15	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	966	0.164596273	0.709109731	0.138738739	0.0797101449
chr1	chr15	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	966	0.164596273	0.709109731	0.138738739	0.0797101449
chr1	chr15	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	966	0.164596273	0.709109731	0.138738739	0.0797101449
chr1	chr15	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	966	0.164596273	0.709109731	0.138738739	0.0797101449
chr1	chr15	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	966	0.166666667	0.290890269	0.108108108	0.0621118012
chr1	chr15	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	966	0.166666667	0.290890269	0.108108108	0.0621118012
chr1	chr15	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	966	0.166666667	0.290890269	0.108108108	0.0621118012
chr1	chr15	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	966	0.166666667	0.290890269	0.108108108	0.0621118012
chr1	chr16	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	548	0.29379562	0.523722628	0.305263158	0.052919708
chr1	chr16	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	548	0.29379562	0.523722628	0.305263158	0.052919708
chr1	chr16	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	548	0.29379562	0.523722628	0.305263158	0.052919708
chr1	chr16	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	548	0.29379562	0.523722628	0.305263158	0.052919708
chr1	chr16	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	548	0.29379562	0.523722628	0.305263158	0.052919708
chr1	chr16	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	548	0.29379562	0.523722628	0.305263158	0.052919708
chr1	chr16	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	548	0.224452555	0.476277372	0.147368421	0.0255474453
chr1	chr16	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	548	0.224452555	0.476277372	0.147368421	0.0255474453
chr1	chr16	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	548	0.224452555	0.476277372	0.147368421	0.0255474453
chr1	chr16	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	548	0.224452555	0.476277372	0.147368421	0.0255474453
chr1	chr17	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr17	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	1142	0.37915937	0.667250438	0.442622951	0.0709281961
chr1	chr18	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr18	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	570	0.287719298	0.538596491	0.278008299	0.11754386
chr1	chr19	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chr19	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	347	0.288184438	0.518731988	0.266666667	0.0115273775
chr1	chrX	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1233	0.502027575	0.708029197	0.718676123	0.246553122
chr1	chrX	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1233	0.502027575	0.708029197	0.718676123	0.246553122
chr1	chrX	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1233	0.502027575	0.708029197	0.718676123	0.246553122
chr1	chrX	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1233	0.502027575	0.708029197	0.718676123	0.246553122
chr1	chrX	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1233	0.502027575	0.708029197	0.718676123	0.246553122
chr1	chrX	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1233	0.502027575	0.708029197	0.718676123	0.246553122
chr1	chrX	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1233	0.162206002	0.291970803	0.0685579196	0.0235198702
chr1	chrX	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	1233	0.162206002	0.291970803	0.0685579196	0.0235198702
chr1	chrX	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1233	0.162206002	0.291970803	0.0685579196	0.0235198702
chr1	chrX	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1233	0.162206002	0.291970803	0.0685579196	0.0235198702
chr2	chr3	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1464	0.183060109	0.31284153	0.0977917981	0.0423497268
chr2	chr3	pair_independent_4state_oracle	1	0	1	snp_truth_oracle	1464	0.556693989	0.68647541	0.761829653	0.329918033
chr2	chr3	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1464	0.183060109	0.31284153	0.0977917981	0.0423497268
