config_name	chrom_pair	score_name	n_contacts	top1_accuracy	same_cross_accuracy	contact_weighted_mean_score	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr13__chr16	posterior_nearest_agreement_gap	798	0.604010025	0.731829574	2.64033474	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr13__chr17	posterior_nearest_agreement_gap	960	0.626041667	0.730208333	0.585832744	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr13__chr18	posterior_nearest_agreement_gap	808	0.136138614	0.287128713	1.9023215	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr13__chr19	posterior_nearest_agreement_gap	833	0.696278511	0.782713085	1.17031316	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr13__chrX	posterior_nearest_agreement_gap	462	0.424242424	0.614718615	1.36607309	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr14__chr15	posterior_nearest_agreement_gap	340	0.205882353	0.544117647	0.861881952	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr14__chr16	posterior_nearest_agreement_gap	334	0.24251497	0.51497006	0.613827884	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr14__chr17	posterior_nearest_agreement_gap	260	0.230769231	0.523076923	0.930097057	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr14__chr18	posterior_nearest_agreement_gap	681	0.174743025	0.276064611	1.59823618	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr14__chr19	posterior_nearest_agreement_gap	431	0.157772622	0.401392111	0.871166343	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr14__chrX	posterior_nearest_agreement_gap	244	0.221311475	0.508196721	1.04917891	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr15__chr16	posterior_nearest_agreement_gap	331	0.190332326	0.483383686	1.08394438	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr15__chr17	posterior_nearest_agreement_gap	904	0.276548673	0.845132743	1.71438808	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr15__chr18	posterior_nearest_agreement_gap	830	0.112048193	0.172289157	1.98117765	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr15__chr19	posterior_nearest_agreement_gap	390	0.641025641	0.766666667	1.34953918	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr15__chrX	posterior_nearest_agreement_gap	257	0.182879377	0.474708171	1.80640252	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr16__chr17	posterior_nearest_agreement_gap	310	0.209677419	0.525806452	1.58975354	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr16__chr18	posterior_nearest_agreement_gap	1135	0.0863436123	0.162114537	3.06974912	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr16__chr19	posterior_nearest_agreement_gap	534	0.513108614	0.61423221	0.991422017	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr16__chrX	posterior_nearest_agreement_gap	222	0.153153153	0.432432432	-0.109445711	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr17__chr18	posterior_nearest_agreement_gap	282	0.156028369	0.436170213	0.696442009	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr17__chr19	posterior_nearest_agreement_gap	426	0.605633803	0.755868545	1.47892085	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr17__chrX	posterior_nearest_agreement_gap	550	0.652727273	0.767272727	1.43309724	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr18__chr19	posterior_nearest_agreement_gap	450	0.562222222	0.671111111	1.13809898	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr18__chrX	posterior_nearest_agreement_gap	209	0.28708134	0.516746411	0.678544573	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr19__chrX	posterior_nearest_agreement_gap	143	0.181818182	0.41958042	1.48910628	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr10	posterior_nearest_agreement_gap	758	0.262532982	0.517150396	0.314111874	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr11	posterior_nearest_agreement_gap	1466	0.113915416	0.657571623	2.35084019	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr12	posterior_nearest_agreement_gap	815	0.180368098	0.482208589	1.85754089	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr13	posterior_nearest_agreement_gap	897	0.279821628	0.491638796	0.356818484	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr14	posterior_nearest_agreement_gap	607	0.200988468	0.489291598	2.80989108	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr15	posterior_nearest_agreement_gap	966	0.128364389	0.297101449	0.71427198	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr16	posterior_nearest_agreement_gap	548	0.266423358	0.490875912	1.22545153	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr17	posterior_nearest_agreement_gap	1142	0.161120841	0.296847636	0.667648579	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr18	posterior_nearest_agreement_gap	570	0.263157895	0.466666667	2.70752032	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr19	posterior_nearest_agreement_gap	347	0.221902017	0.481268012	2.17292613	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr2	posterior_nearest_agreement_gap	1440	0.140972222	0.328472222	1.287362	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr3	posterior_nearest_agreement_gap	1036	0.242277992	0.441119691	1.72309458	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr4	posterior_nearest_agreement_gap	1167	0.204798629	0.383033419	1.39519563	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr5	posterior_nearest_agreement_gap	865	0.25433526	0.531791908	1.49123166	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr6	posterior_nearest_agreement_gap	1600	0.159375	0.28375	1.47913112	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr7	posterior_nearest_agreement_gap	778	0.20437018	0.476863753	2.86181142	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr8	posterior_nearest_agreement_gap	1480	0.138513514	0.712837838	2.26864893	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chr9	posterior_nearest_agreement_gap	1116	0.393369176	0.578853047	1.40557668	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr1__chrX	posterior_nearest_agreement_gap	1233	0.400648824	0.704785077	1.28078831	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr10	posterior_nearest_agreement_gap	664	0.221385542	0.487951807	0.321913071	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr11	posterior_nearest_agreement_gap	940	0.157446809	0.35106383	1.34960035	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr12	posterior_nearest_agreement_gap	701	0.281027104	0.530670471	0.887974957	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr13	posterior_nearest_agreement_gap	715	0.254545455	0.478321678	1.53439356	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr14	posterior_nearest_agreement_gap	635	0.256692913	0.481889764	2.87308287	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr15	posterior_nearest_agreement_gap	490	0.216326531	0.512244898	0.480636706	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr16	posterior_nearest_agreement_gap	1019	0.632973503	0.734052993	1.30268775	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr17	posterior_nearest_agreement_gap	653	0.290964778	0.500765697	0.306812031	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr18	posterior_nearest_agreement_gap	568	0.248239437	0.544014085	2.54358742	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr19	posterior_nearest_agreement_gap	447	0.223713647	0.512304251	1.36993539	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr3	posterior_nearest_agreement_gap	1464	0.601092896	0.729508197	2.77753968	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr4	posterior_nearest_agreement_gap	1382	0.597684515	0.745296671	1.63988744	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr5	posterior_nearest_agreement_gap	864	0.21412037	0.478009259	0.571452825	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr6	posterior_nearest_agreement_gap	1660	0.660240964	0.751807229	2.26705508	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr7	posterior_nearest_agreement_gap	1126	0.312611012	0.486678508	1.05423447	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr8	posterior_nearest_agreement_gap	1477	0.128639133	0.251861882	2.23670451	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chr9	posterior_nearest_agreement_gap	1624	0.353448276	0.436576355	1.71906554	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr2__chrX	posterior_nearest_agreement_gap	735	0.157823129	0.341496599	0.738961974	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr10	posterior_nearest_agreement_gap	665	0.267669173	0.515789474	2.29160931	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr11	posterior_nearest_agreement_gap	772	0.17746114	0.408031088	3.35659309	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr12	posterior_nearest_agreement_gap	1358	0.109720177	0.212076583	2.44909914	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr13	posterior_nearest_agreement_gap	1063	0.541862653	0.688617121	1.15903334	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr14	posterior_nearest_agreement_gap	660	0.131818182	0.584848485	2.23750678	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr15	posterior_nearest_agreement_gap	607	0.159802306	0.319604613	1.84411305	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr16	posterior_nearest_agreement_gap	340	0.202941176	0.458823529	2.17218616	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr17	posterior_nearest_agreement_gap	566	0.28975265	0.501766784	1.47875838	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr18	posterior_nearest_agreement_gap	763	0.587155963	0.698558322	1.58960204	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr19	posterior_nearest_agreement_gap	464	0.357758621	0.584051724	2.59505275	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr4	posterior_nearest_agreement_gap	870	0.214942529	0.506896552	0.777208806	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr5	posterior_nearest_agreement_gap	690	0.233333333	0.514492754	1.2066484	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr6	posterior_nearest_agreement_gap	683	0.213762811	0.478770132	1.14550749	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr7	posterior_nearest_agreement_gap	2113	0.244202556	0.331282537	1.31408751	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr8	posterior_nearest_agreement_gap	1041	0.168107589	0.316042267	2.95856161	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chr9	posterior_nearest_agreement_gap	528	0.274621212	0.488636364	1.81388407	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr3__chrX	posterior_nearest_agreement_gap	405	0.224691358	0.511111111	1.07576676	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr10	posterior_nearest_agreement_gap	1850	0.770810811	0.839459459	1.66160791	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr11	posterior_nearest_agreement_gap	649	0.289676425	0.54853621	0.242942838	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr12	posterior_nearest_agreement_gap	1104	0.120471014	0.253623188	2.78038853	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr13	posterior_nearest_agreement_gap	582	0.33161512	0.596219931	1.59222146	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr14	posterior_nearest_agreement_gap	629	0.268680445	0.511923688	0.543829539	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr15	posterior_nearest_agreement_gap	471	0.23566879	0.549893843	0.845441605	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr16	posterior_nearest_agreement_gap	568	0.339788732	0.572183099	2.32195058	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr17	posterior_nearest_agreement_gap	480	0.241666667	0.45	1.2995689	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr18	posterior_nearest_agreement_gap	424	0.242924528	0.469339623	0.159831218	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr19	posterior_nearest_agreement_gap	397	0.211586902	0.430730479	0.597598705	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr5	posterior_nearest_agreement_gap	1849	0.624661979	0.713899405	2.0865279	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr6	posterior_nearest_agreement_gap	741	0.367071525	0.585695007	1.85011803	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr7	posterior_nearest_agreement_gap	1423	0.0920590302	0.434293746	2.01318812	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr8	posterior_nearest_agreement_gap	623	0.327447833	0.462279294	0.275915197	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chr9	posterior_nearest_agreement_gap	718	0.174094708	0.384401114	1.53150414	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr4__chrX	posterior_nearest_agreement_gap	898	0.677060134	0.756124722	0.788237484	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr10	posterior_nearest_agreement_gap	1519	0.168531929	0.622119816	1.31728078	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr11	posterior_nearest_agreement_gap	786	0.41221374	0.642493639	1.54209242	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr12	posterior_nearest_agreement_gap	462	0.238095238	0.487012987	0.635794015	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr13	posterior_nearest_agreement_gap	641	0.271450858	0.460218409	0.928841488	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr14	posterior_nearest_agreement_gap	998	0.526052104	0.679358717	2.02610602	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr15	posterior_nearest_agreement_gap	563	0.262877442	0.465364121	1.27988682	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr16	posterior_nearest_agreement_gap	1282	0.320592824	0.502340094	1.13058741	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr17	posterior_nearest_agreement_gap	398	0.261306533	0.522613065	1.10532912	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr18	posterior_nearest_agreement_gap	1009	0.144697721	0.711595639	1.06202197	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr19	posterior_nearest_agreement_gap	578	0.150519031	0.387543253	0.865950053	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr6	posterior_nearest_agreement_gap	884	0.218325792	0.505656109	0.793036192	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr7	posterior_nearest_agreement_gap	650	0.204615385	0.46	2.49023806	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr8	posterior_nearest_agreement_gap	658	0.32218845	0.521276596	0.909925637	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chr9	posterior_nearest_agreement_gap	2111	0.201326386	0.274751303	1.4162766	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr5__chrX	posterior_nearest_agreement_gap	324	0.216049383	0.530864198	0.761309801	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr10	posterior_nearest_agreement_gap	1314	0.120243531	0.248858447	1.75566443	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr11	posterior_nearest_agreement_gap	707	0.224893918	0.439886846	1.08944172	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr12	posterior_nearest_agreement_gap	554	0.211191336	0.496389892	1.07836636	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr13	posterior_nearest_agreement_gap	861	0.457607433	0.656213705	1.46258444	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr14	posterior_nearest_agreement_gap	1449	0.389233954	0.486542443	1.82526947	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr15	posterior_nearest_agreement_gap	568	0.232394366	0.445422535	1.54950824	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr16	posterior_nearest_agreement_gap	1190	0.41092437	0.78487395	0.835802495	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr17	posterior_nearest_agreement_gap	482	0.267634855	0.458506224	0.786094264	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr18	posterior_nearest_agreement_gap	775	0.129032258	0.305806452	1.85053291	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr19	posterior_nearest_agreement_gap	712	0.610955056	0.717696629	0.955681531	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr7	posterior_nearest_agreement_gap	634	0.219242902	0.482649842	0.488649402	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr8	posterior_nearest_agreement_gap	586	0.273037543	0.476109215	1.30910849	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chr9	posterior_nearest_agreement_gap	896	0.459821429	0.670758929	1.05133101	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr6__chrX	posterior_nearest_agreement_gap	374	0.328877005	0.553475936	2.06111182	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr10	posterior_nearest_agreement_gap	542	0.239852399	0.505535055	1.06106847	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr11	posterior_nearest_agreement_gap	630	0.266666667	0.50952381	3.64617873	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr12	posterior_nearest_agreement_gap	980	0.466326531	0.624489796	3.83310104	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr13	posterior_nearest_agreement_gap	548	0.255474453	0.496350365	1.03666056	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr14	posterior_nearest_agreement_gap	840	0.163095238	0.642857143	1.83075216	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr15	posterior_nearest_agreement_gap	514	0.188715953	0.546692607	0.328693696	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr16	posterior_nearest_agreement_gap	339	0.259587021	0.536873156	1.76140054	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr17	posterior_nearest_agreement_gap	379	0.203166227	0.422163588	2.52175596	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr18	posterior_nearest_agreement_gap	1117	0.130707252	0.225604297	2.248993	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr19	posterior_nearest_agreement_gap	404	0.158415842	0.405940594	1.86366907	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr8	posterior_nearest_agreement_gap	719	0.23783032	0.458970793	1.76883397	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chr9	posterior_nearest_agreement_gap	491	0.234215886	0.511201629	3.18500321	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr7__chrX	posterior_nearest_agreement_gap	350	0.234285714	0.468571429	1.39384415	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr10	posterior_nearest_agreement_gap	534	0.194756554	0.481273408	1.5148271	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr11	posterior_nearest_agreement_gap	2859	0.535851696	0.898216159	3.66390881	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr12	posterior_nearest_agreement_gap	522	0.38697318	0.611111111	3.08999204	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr13	posterior_nearest_agreement_gap	662	0.217522659	0.401812689	1.74655439	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr14	posterior_nearest_agreement_gap	1031	0.327837051	0.458777886	3.0652068	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr15	posterior_nearest_agreement_gap	1141	0.698510079	0.810692375	2.96955186	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr16	posterior_nearest_agreement_gap	376	0.244680851	0.492021277	0.998512657	1	0
