chr1	chr2	n_bpair	n_contacts	whole_chrom_top1_accuracy	chr_pair_oracle_top1_accuracy	best_relative_flip_chr2	nearest_geometry_state_accuracy	same_cross_accuracy	pmax90_accuracy	pmax90_recall	truth_state_distance_rank_mean	truth_state_is_nearest_fraction	posterior_top1_distance_rank_mean	posterior_top1_is_nearest_fraction	posterior_top1_distance_gap_mean
chr3	chr14	10	46	0	0	0	0	0	0	0	3.10869565	0	1	1	3.95455218
chr3	chr15	21	82	0	0	0	0	0.012195122	0	0	2.2804878	0	1	1	1.96753223
chr3	chr17	10	40	0.125	0.875	1	0.125	0.125	NA	0	2.75	0.125	1	1	1.11704617
chr3	chr18	49	163	0.975460123	0.975460123	0	0.975460123	0.981595092	0.984496124	0.779141104	1.01840491	0.993865031	1	1	3.59608027
chr3	chr19	17	53	0	0	0	0	0	0	0	2	0	1	1	2.46915086
chr4	chr5	169	700	0.397142857	0.397142857	0	0.388571429	0.824285714	0.452873563	0.281428571	2.27571429	0.394285714	1.00857143	0.991428571	2.18950949
chr4	chr6	9	26	0	0	0	0	0.769230769	0	0	2.88461538	0	1.07692308	0.961538462	1.60877661
chr4	chr7	108	418	0.550239234	0.550239234	0	0.550239234	0.557416268	0.49235474	0.385167464	2.24880383	0.559808612	1	1	3.68087535
chr4	chr10	186	815	0.00736196319	0.409815951	1	0.00613496933	0.209815951	0.00505050505	0.00245398773	3.9595092	0	1.01595092	0.98404908	1.41471321
chr4	chr11	4	13	0	0	0	0	0	NA	0	4	0	1	1	0.808778028
chr4	chr12	73	296	0.00337837838	0.0168918919	1	0	0.972972973	0	0	3.66554054	0	1.00675676	0.993243243	2.63155715
chr4	chr13	6	38	0.0263157895	0.0263157895	0	0.0263157895	0.0263157895	0	0	3.68421053	0.0526315789	1	1	3.13199902
chr4	chr14	13	51	0	0	0	0	0.274509804	0	0	3.01960784	0	1	1	1.21007596
chr4	chr16	14	28	0.0357142857	0.714285714	1	0.0357142857	0.0357142857	0	0	2.60714286	0.0357142857	1	1	1.66511444
chr4	chr17	1	6	0	0	0	0	1	NA	0	4	0	1	1	1.27579927
chr4	chr19	7	35	0	0	0	0	0.628571429	0	0	3	0	1	1	1.46963656
chr4	chrX	88	252	0	0.202380952	1	0	0.00793650794	0	0	3.47222222	0	1	1	2.53988461
chr5	chr6	7	40	0.25	0.25	0	0.25	0.25	0.333333333	0.25	2.325	0.275	1	1	4.20789402
chr5	chr9	236	955	0.686910995	0.686910995	0	0.686910995	0.701570681	0.696574225	0.447120419	1.48376963	0.691099476	1	1	1.82407945
chr5	chr10	86	407	0.191646192	0.461916462	1	0.191646192	0.228501229	0	0	2.21867322	0.189189189	1	1	1.06826996
chr5	chr11	16	40	0.8	0.8	0	0.8	0.975	0.823529412	0.35	1.375	0.875	1.15	0.95	3.20974043
chr5	chr13	4	16	1	1	0	1	1	1	0.625	1	1	1	1	4.42346137
chr5	chr14	64	233	0.536480687	0.536480687	0	0.536480687	0.587982833	1	0.343347639	1.84978541	0.536480687	1.03433476	0.982832618	1.56102384
chr5	chr15	1	4	0	0	0	0	1	NA	0	3	0	1	1	1.01640392
chr5	chr16	87	339	0.191740413	0.191740413	0	0.209439528	0.297935103	0.0198675497	0.00884955752	2.20648968	0.218289086	1.02654867	0.973451327	1.81774641
chr5	chr18	66	260	0.223076923	0.223076923	0	0.230769231	0.223076923	0.147286822	0.0730769231	1.86153846	0.238461538	1.00769231	0.992307692	1.66560157
chr5	chr19	25	115	0.808695652	0.808695652	0	0.808695652	0.808695652	0.89	0.773913043	1.31304348	0.8	1	1	4.51885159
chr6	chr9	40	131	0	0.00763358779	1	0	0	0	0	2.67175573	0	1	1	5.3165376
chr6	chr10	103	329	0.76899696	0.76899696	0	0.765957447	0.790273556	0.604651163	0.237082067	1.23100304	0.778115502	1.00303951	0.996960486	1.93806402
chr6	chr13	26	51	0.960784314	0.960784314	0	0.980392157	0.960784314	1	0.176470588	1	1	1.05882353	0.980392157	4.5331497
chr6	chr14	129	453	0.518763797	0.518763797	0	0.518763797	0.525386313	0.519637462	0.379690949	1.84326711	0.51214128	1	1	3.1259194
chr6	chr16	111	366	0.385245902	0.385245902	0	0.37704918	0.871584699	0.364864865	0.221311475	2.58469945	0.382513661	1.00819672	0.991803279	2.37409957
chr6	chr17	8	38	0	0	0	0	1	0	0	2.92105263	0	1	1	3.01298747
chr6	chr18	34	116	0.0431034483	0.603448276	1	0.0431034483	0.0603448276	0	0	2.31034483	0.0431034483	1	1	2.5837454
chr6	chr19	64	295	0.969491525	0.969491525	0	0.969491525	0.972881356	0.974264706	0.898305085	1.03050847	0.986440678	1.00338983	0.996610169	4.83008138
chr7	chr8	1	7	0	0	0	0	0	NA	0	2	0	1	1	3.66789216
chr7	chr12	39	173	0.49132948	0.49132948	0	0.473988439	0.514450867	0.771428571	0.312138728	1.57803468	0.485549133	1.01734104	0.98265896	1.64582516
chr7	chr14	36	103	0	0	0	0	0	0	0	2.48543689	0	1	1	4.80749841
chr7	chr15	6	17	0	0	0	0	0	NA	0	4	0	1	1	1.82501812
chr7	chr18	111	410	0.00487804878	0.00487804878	0	0.00487804878	0.0170731707	0.00576368876	0.00487804878	2.68536585	0	1	1	4.64170107
chr7	chr19	12	45	0	0	0	0	0.0222222222	0	0	3	0	1	1	2.80638177
chr8	chr11	389	1600	0.253125	0.256875	1	0.253125	0.39875	0.306616962	0.205625	2.560625	0.255625	1	1	1.97478432
chr8	chr13	12	30	0.0333333333	0.0333333333	0	0.0333333333	1	NA	0	4	0	1	1	1.33478715
chr8	chr14	50	304	0.0328947368	0.0328947368	0	0.0328947368	0.588815789	0.0109289617	0.00657894737	2.41118421	0.0296052632	1	1	2.10067166
chr8	chr15	138	437	0.95194508	0.95194508	0	0.95194508	0.961098398	0.986522911	0.837528604	1.05263158	0.963386728	1	1	3.82416743
chr8	chr17	4	18	0.888888889	0.888888889	0	1	0.888888889	1	0.611111111	1	1	1.22222222	0.888888889	2.56286883
chr8	chr18	4	14	1	1	0	1	1	NA	0	1	1	1	1	0.289653072
chr8	chr19	35	166	0.644578313	0.644578313	0	0.644578313	0.674698795	0.711864407	0.506024096	1.48795181	0.63253012	1.04819277	0.981927711	2.977928
chr8	chrX	5	17	0	1	1	0	0	NA	0	3.94117647	0	1	1	2.04195586
chr9	chr11	3	6	0	1	1	0	0	NA	0	3.33333333	0	1	1	0.700193873
chr9	chr12	10	45	0.977777778	0.977777778	0	0.977777778	0.977777778	0.977272727	0.955555556	1	1	1	1	6.21853319
chr9	chr16	69	161	0.0745341615	0.0745341615	0	0.105590062	0.298136646	0	0	3.40993789	0.105590062	1.0310559	0.968944099	1.45077088
chr9	chr17	104	483	0.979296066	0.979296066	0	0.983436853	0.98757764	0.984716157	0.933747412	1.01449275	0.989648033	1.01242236	0.995859213	5.97767386
chr9	chrX	35	105	0.019047619	0.019047619	0	0.019047619	0.20952381	0.0144927536	0.00952380952	4	0	1.05714286	0.980952381	3.05006296
chr10	chr12	90	295	0.989830508	0.989830508	0	0.993220339	0.996610169	1	0.749152542	1.00677966	0.996610169	1.00677966	0.996610169	4.06516113
chr10	chr13	59	201	0.925373134	0.925373134	0	0.925373134	0.925373134	0.961038961	0.368159204	1.12437811	0.940298507	1.01492537	0.995024876	2.4685902
chr10	chr14	1	1	1	1	0	1	1	NA	0	1	1	1	1	2.03945455
chr10	chr15	63	255	0.980392157	0.980392157	0	0.988235294	0.992156863	0.99382716	0.631372549	1.02352941	0.992156863	1.01568627	0.992156863	2.9022259
chr10	chr16	98	324	0.552469136	0.552469136	0	0.555555556	0.558641975	0.717741935	0.274691358	1.44135802	0.558641975	1.01234568	0.99382716	1.69777396
chr10	chr17	45	174	0.511494253	0.511494253	0	0.511494253	0.534482759	0.50931677	0.471264368	1.76436782	0.522988506	1	1	5.14998045
chr10	chr18	15	45	0.977777778	0.977777778	0	0.977777778	1	NA	0	1.06666667	0.977777778	1	1	1.42601051
chr10	chr19	2	2	0.5	0.5	0	1	0.5	NA	0	1	1	2.5	0.5	1.48017847
chr11	chr13	88	355	0.985915493	0.985915493	0	0.985915493	0.988732394	0.991150442	0.946478873	1.01690141	0.991549296	1	1	4.58350845
chr11	chr14	67	259	0.911196911	0.911196911	0	0.911196911	0.911196911	0.956521739	0.849420849	1.1003861	0.915057915	1	1	4.45252679
chr11	chr15	3	6	0.666666667	0.666666667	0	1	1	NA	0	1	1	1	1	3.94667089
chr11	chr17	4	15	1	1	0	1	1	NA	0	1	1	1	1	6.12814287
chr11	chr19	63	217	0.0138248848	0.0138248848	0	0.0138248848	0.0552995392	0.0149253731	0.0138248848	2.30875576	0.0184331797	1	1	4.15269557
chr11	chrX	97	295	0.983050847	0.983050847	0	0.986440678	0.983050847	0.989547038	0.962711864	1.02033898	0.989830508	1.00338983	0.996610169	7.38479684
chr12	chr13	266	1111	0.511251125	0.511251125	0	0.511251125	0.578757876	0.560819462	0.394239424	2.12961296	0.518451845	1	1	2.43650666
chr12	chr15	100	326	0.309815951	0.309815951	0	0.309815951	0.957055215	0.325123153	0.202453988	2.33742331	0.309815951	1.00920245	0.990797546	1.93733339
chr12	chr16	4	11	0	0.909090909	1	0	0.0909090909	NA	0	2.36363636	0	1	1	2.63770935
chr12	chr17	64	257	0.607003891	0.607003891	0	0.59922179	0.789883268	0.985074627	0.256809339	1.82879377	0.607003891	1.02723735	0.972762646	1.321694
chr12	chr18	22	84	0.571428571	0.571428571	0	0.571428571	0.571428571	0.6	0.178571429	1.44047619	0.583333333	1	1	1.4905205
chr12	chr19	61	286	0.531468531	0.531468531	0	0.531468531	0.531468531	0.5	0.437062937	2.20629371	0.541958042	1	1	3.62216801
chr13	chr14	26	129	1	1	0	1	1	1	0.945736434	1	1	1.06976744	0.976744186	3.07005404
chr13	chr16	52	224	0.986607143	0.986607143	0	0.986607143	0.991071429	0.994736842	0.84375	1.02232143	0.986607143	1	1	4.08248872
chr13	chr17	94	330	0.945454545	0.945454545	0	0.945454545	0.951515152	0.97037037	0.793939394	1.13030303	0.951515152	1	1	2.97310028
chr13	chr18	62	177	0.491525424	0.514124294	1	0.480225989	0.491525424	0.426470588	0.163841808	1.59322034	0.485875706	1.03389831	0.988700565	1.87026045
chr13	chr19	123	366	0.87431694	0.87431694	0	0.87431694	0.887978142	0.858447489	0.513661202	1.30054645	0.885245902	1.00546448	0.994535519	2.54443061
chr13	chrX	9	24	0.916666667	0.916666667	0	0.916666667	0.916666667	0.954545455	0.875	1.08333333	0.958333333	1	1	4.80214401
chr14	chr18	52	228	0.99122807	0.99122807	0	0.99122807	0.995614035	0.990521327	0.916666667	1	1	1	1	3.9254559
chr14	chr19	8	46	0.0217391304	0.97826087	1	0.0217391304	0.0217391304	0.0217391304	0.0217391304	3.36956522	0	1	1	3.30185934
chr15	chr17	95	362	0.00552486188	0.58839779	1	0.00552486188	0.00828729282	0.00727272727	0.00552486188	2.74861878	0	1	1	4.59063334
chr15	chr18	76	339	0.0147492625	0.914454277	1	0.0147492625	0.0825958702	0.0109489051	0.00884955752	2.52212389	0.00589970501	1	1	3.22973235
chr15	chr19	34	127	0.0236220472	0.708661417	1	0.0236220472	0.291338583	0.0138888889	0.00787401575	2.73228346	0	1	1	3.12619704
chr16	chr17	2	11	0	0	0	0	1	NA	0	4	0	1	1	0.379975797
chr16	chr18	142	569	0.0702987698	0.0702987698	0	0.0755711775	0.079086116	0.00238095238	0.00175746924	1.96660808	0.079086116	1.00527241	0.994727592	2.05606236
chr16	chr19	57	189	0.761904762	0.761904762	0	0.761904762	0.767195767	0.617977528	0.291005291	1.23809524	0.761904762	1	1	2.10516711
chr17	chr19	43	148	0.0135135135	0.952702703	1	0.0135135135	0.0337837838	0.0166666667	0.0135135135	3.87162162	0	1	1	3.56719313
chr17	chrX	52	228	1	1	0	1	1	1	0.921052632	1	1	1	1	3.09636729
chr18	chr19	38	154	0.00649350649	0.506493506	1	0.00649350649	0.487012987	0	0	2.95454545	0.00649350649	1.00649351	0.993506494	2.13219838
