chr1	start1	chr2	start2	n_contacts	truth_top_state	truth_top_count	posterior_top_state	posterior_pmax	posterior_margin	whole_chrom_pred_state	whole_chrom_correct_contacts	chr_pair_oracle_correct_contacts	nearest_geometry_state	nearest_geometry_correct_contacts	same_cross_correct_contacts	truth_state_distance_rank	posterior_top1_distance_rank	posterior_top1_distance_gap	nearest_geometry_state	best_relative_flip_chr2
chr1	57000000	chr11	4000000	8	00	8	01	0.647283018	NA	01	0	8	01	0	0	2	1	0.742255863	01	1
chr1	58000000	chr11	4000000	6	00	5	00	0.601148427	NA	00	5	1	00	5	5	1	1	0.257016084	00	1
chr1	58000000	chr11	60000000	2	00	2	00	0.608922958	NA	00	2	0	00	2	2	1	1	0.669193864	00	1
chr1	58000000	chr11	61000000	9	00	9	00	0.822295249	NA	00	9	0	00	9	9	1	1	0.969243247	00	1
chr1	59000000	chr11	60000000	2	00	2	00	0.564097762	NA	00	2	0	00	2	2	1	1	0.228109162	00	1
chr1	59000000	chr11	61000000	8	00	8	00	0.714497387	NA	00	8	0	00	8	8	1	1	0.47678533	00	1
chr1	68000000	chr11	15000000	3	00	3	00	0.508321166	NA	00	3	0	00	3	3	1	1	0.207399755	00	1
chr1	68000000	chr11	14000000	9	00	9	00	0.560884953	NA	00	9	0	00	9	9	1	1	0.37543847	00	1
chr1	72000000	chr11	14000000	4	00	4	01	0.800435245	NA	01	0	4	01	0	0	2	1	1.28610846	01	1
chr1	73000000	chr11	14000000	4	00	3	01	0.800725222	NA	01	0	3	01	0	1	2	1	1.49564596	01	1
chr1	73000000	chr11	18000000	2	00	2	01	0.632137895	NA	01	0	2	01	0	0	2	1	1.69437228	01	1
chr1	73000000	chr11	19000000	1	00	1	01	0.645475149	NA	01	0	1	01	0	0	2	1	2.37871856	01	1
chr1	74000000	chr11	5000000	4	00	3	01	0.996978879	NA	01	0	3	01	0	0	2	1	2.79038856	01	1
chr1	74000000	chr11	16000000	1	00	1	01	0.685820758	NA	01	0	1	01	0	0	2	1	3.33661984	01	1
chr1	74000000	chr11	14000000	1	00	1	01	0.992699921	NA	01	0	1	01	0	0	2	1	2.7783291	01	1
chr1	74000000	chr11	18000000	4	00	4	01	0.987686932	NA	01	0	4	01	0	0	2	1	3.1893405	01	1
chr1	74000000	chr11	19000000	1	00	1	01	0.807257116	NA	01	0	1	01	0	0	2	1	3.2222401	01	1
chr1	74000000	chr11	3000000	8	00	8	01	0.999380708	NA	01	0	8	01	0	0	2	1	2.87512688	01	1
chr1	74000000	chr11	4000000	14	00	14	01	0.995928228	NA	01	0	14	01	0	0	2	1	2.42361502	01	1
chr1	74000000	chr11	62000000	2	00	1	01	0.564223766	NA	01	0	1	01	0	0	2	1	2.23707921	01	1
chr1	74000000	chr11	15000000	2	00	1	01	0.942721367	NA	01	0	1	01	0	1	2	1	3.11856112	01	1
chr1	75000000	chr11	4000000	3	00	3	01	0.852250695	NA	01	0	3	01	0	0	2	1	1.41462973	01	1
chr1	77000000	chr11	4000000	3	00	3	01	0.82234025	NA	01	0	3	01	0	0	2	1	1.19430242	01	1
chr1	123000000	chr11	14000000	1	00	1	01	0.874290526	NA	01	0	1	01	0	0	2	1	2.32225722	01	1
chr1	123000000	chr11	18000000	3	00	3	01	0.940161169	NA	01	0	3	01	0	0	2	1	2.40837509	01	1
chr1	124000000	chr11	14000000	10	00	10	01	0.992160141	NA	01	0	10	01	0	0	2	1	2.98642495	01	1
chr1	124000000	chr11	15000000	4	00	4	01	0.922846377	NA	01	0	4	01	0	0	2	1	3.3837081	01	1
chr1	155000000	chr11	118000000	4	00	4	01	0.543422282	NA	01	0	4	01	0	0	2	1	0.59989477	01	1
chr1	156000000	chr11	118000000	33	00	33	01	0.985785544	NA	01	0	33	01	0	0	2	1	2.69505972	01	1
chr1	156000000	chr11	119000000	12	00	12	01	0.905741096	NA	01	0	12	01	0	0	2	1	2.60019997	01	1
chr1	157000000	chr11	118000000	7	00	7	01	0.980935574	NA	01	0	7	01	0	0	3	1	3.88206011	01	1
chr1	157000000	chr11	119000000	1	00	1	01	0.896790862	NA	01	0	1	01	0	0	3	1	3.87418396	01	1
chr1	162000000	chr11	20000000	1	01	1	01	0.753387213	NA	01	1	0	01	1	1	1	1	2.63016039	01	1
chr1	162000000	chr11	18000000	3	00	3	01	0.884326756	NA	01	0	3	01	0	0	2	1	2.48170988	01	1
chr1	162000000	chr11	46000000	1	00	1	01	0.411956191	NA	01	0	1	01	0	0	2	1	0.704706093	01	1
chr1	162000000	chr11	19000000	11	00	11	01	0.99505049	NA	01	0	11	01	0	0	2	1	3.40152245	01	1
chr1	163000000	chr11	19000000	2	00	2	01	0.947737634	NA	01	0	2	01	0	0	2	1	3.48175714	01	1
chr1	171000000	chr11	33000000	2	00	2	01	0.994621396	NA	01	0	2	01	0	0	3	1	4.14377961	01	1
chr1	171000000	chr11	32000000	1	00	1	01	0.972788393	NA	01	0	1	01	0	0	3	1	3.68388379	01	1
chr1	171000000	chr11	50000000	1	11	1	01	0.575323761	NA	01	0	0	01	0	0	4	1	2.44742688	01	1
chr1	172000000	chr11	32000000	1	00	1	01	0.910925269	NA	01	0	1	01	0	0	3	1	3.45026865	01	1
chr1	172000000	chr11	33000000	3	00	1	01	0.97811389	NA	01	1	1	01	1	1	3	1	3.88668068	01	1
chr1	174000000	chr11	32000000	4	00	4	01	0.981410563	NA	01	0	4	01	0	0	3	1	3.54993564	01	1
chr1	174000000	chr11	39000000	3	00	3	01	0.900734782	NA	01	0	3	01	0	0	3	1	3.08846691	01	1
chr1	174000000	chr11	46000000	1	00	1	01	0.838214457	NA	01	0	1	01	0	0	3	1	2.37847903	01	1
chr1	174000000	chr11	33000000	2	00	2	01	0.862723887	NA	01	0	2	01	0	0	3	1	3.95487283	01	1
chr1	9000000	chr12	9000000	2	01	2	10	0.932934463	NA	10	0	0	10	0	2	4	1	2.52385677	10	0
chr1	10000000	chr12	9000000	17	01	17	10	0.975639522	NA	10	0	0	10	0	17	4	1	2.36048595	10	0
chr1	10000000	chr12	10000000	3	01	3	10	0.79488492	NA	10	0	0	10	0	3	4	1	2.53186226	10	0
chr1	12000000	chr12	9000000	4	01	4	10	0.899799645	NA	10	0	0	10	0	4	4	1	2.35572325	10	0
chr1	6000000	chr13	8000000	2	01	2	11	0.327441216	NA	11	0	0	11	0	0	3	1	2.74673374	11	0
chr1	23000000	chr13	8000000	4	01	4	11	0.928129017	NA	11	0	0	11	0	0	3	1	2.25330919	11	0
chr1	23000000	chr13	9000000	2	01	1	11	0.691839278	NA	11	1	1	11	1	1	3	1	1.86942723	11	0
chr1	24000000	chr13	8000000	5	01	5	11	0.837145746	NA	11	0	0	11	0	0	3	1	2.75161492	11	0
chr1	3000000	chr15	50000000	3	10	3	01	0.89840591	NA	01	0	0	01	0	3	2	1	4.57994444	01	1
chr1	3000000	chr15	51000000	2	10	2	01	0.821335733	NA	01	0	0	01	0	2	2	1	5.6158474	01	1
chr1	3000000	chr15	8000000	3	10	3	01	0.484663814	NA	01	0	0	01	0	3	2	1	1.88596369	01	1
chr1	23000000	chr15	55000000	2	10	2	01	0.937809229	NA	01	0	0	01	0	2	2	1	5.75531916	01	1
chr1	23000000	chr15	57000000	4	10	4	01	0.980787039	NA	01	0	0	01	0	4	2	1	5.84083565	01	1
chr1	23000000	chr15	54000000	2	10	2	01	0.87660557	NA	01	0	0	01	0	2	2	1	5.32044888	01	1
chr1	24000000	chr15	57000000	2	10	2	01	0.965654969	NA	01	0	0	01	0	2	3	1	5.41182969	01	1
chr1	24000000	chr15	55000000	4	10	3	01	0.704441309	NA	01	0	1	01	0	3	2	1	5.20841797	01	1
chr1	32000000	chr15	55000000	1	10	1	01	0.976438224	NA	01	0	0	01	0	1	2	1	5.15364373	01	1
chr1	33000000	chr15	58000000	2	10	2	01	0.899026155	NA	01	0	0	01	0	2	2	1	5.58653761	01	1
chr1	34000000	chr15	58000000	2	10	2	01	0.978121638	NA	01	0	0	01	0	2	2	1	6.01636631	01	1
chr1	36000000	chr15	57000000	3	10	3	01	0.964224219	NA	01	0	0	01	0	3	2	1	5.29008828	01	1
chr1	36000000	chr15	54000000	1	10	1	01	0.835012138	NA	01	0	0	01	0	1	2	1	5.10392766	01	1
chr1	36000000	chr15	55000000	1	10	1	01	0.993081748	NA	01	0	0	01	0	1	2	1	5.42001988	01	1
chr1	38000000	chr15	55000000	2	10	2	01	0.985949099	NA	01	0	0	01	0	2	2	1	5.31837934	01	1
chr1	66000000	chr15	55000000	5	10	5	01	0.999711335	NA	01	0	0	01	0	5	2	1	4.41810754	01	1
chr1	67000000	chr15	54000000	4	10	4	01	0.999998212	NA	01	0	0	01	0	4	2	1	5.92114603	01	1
chr1	67000000	chr15	55000000	7	10	7	01	1	NA	01	0	0	01	0	7	2	1	6.30265801	01	1
chr1	67000000	chr15	30000000	6	10	6	01	0.82668376	NA	01	0	0	01	0	6	2	1	1.50589378	01	1
chr1	67000000	chr15	57000000	4	10	4	01	0.999991298	NA	01	0	0	01	0	4	3	1	6.26796912	01	1
chr1	67000000	chr15	58000000	5	10	5	01	0.999988317	NA	01	0	0	01	0	5	2	1	6.2850951	01	1
chr1	68000000	chr15	57000000	3	10	3	01	0.999990463	NA	01	0	0	01	0	3	2	1	6.69757549	01	1
chr1	68000000	chr15	30000000	2	10	2	01	0.607824922	NA	01	0	0	01	0	2	2	1	1.75947874	01	1
chr1	68000000	chr15	58000000	2	10	2	01	0.999999642	NA	01	0	0	01	0	2	2	1	6.58224588	01	1
chr1	70000000	chr15	58000000	5	10	5	01	0.999998689	NA	01	0	0	01	0	5	2	1	6.88691467	01	1
chr1	71000000	chr15	58000000	1	10	1	01	0.98482275	NA	01	0	0	01	0	1	2	1	6.51493519	01	1
chr1	73000000	chr15	53000000	1	10	1	01	0.999943614	NA	01	0	0	01	0	1	2	1	6.41058151	01	1
chr1	73000000	chr15	58000000	12	10	12	01	1	NA	01	0	0	01	0	12	2	1	6.44634882	01	1
chr1	73000000	chr15	54000000	1	10	1	01	0.999870539	NA	01	0	0	01	0	1	2	1	5.75111933	01	1
chr1	74000000	chr15	58000000	6	10	6	01	1	NA	01	0	0	01	0	6	2	1	6.38762747	01	1
chr1	74000000	chr15	59000000	4	10	4	01	1	NA	01	0	0	01	0	4	2	1	6.55658383	01	1
chr1	74000000	chr15	31000000	4	10	4	01	0.976893365	NA	01	0	0	01	0	4	2	1	3.0419346	01	1
chr1	74000000	chr15	30000000	1	10	1	01	0.722196341	NA	01	0	0	01	0	1	2	1	3.01111627	01	1
chr1	74000000	chr15	35000000	8	10	8	01	0.982168198	NA	01	0	0	01	0	8	2	1	3.10484342	01	1
chr1	74000000	chr15	56000000	3	10	3	01	0.999974489	NA	01	0	0	01	0	3	2	1	6.3115309	01	1
chr1	74000000	chr15	89000000	1	10	1	01	0.389398247	NA	01	0	0	01	0	1	2	1	3.79244475	01	1
chr1	75000000	chr15	59000000	3	10	2	01	0.999772966	NA	01	0	1	01	0	2	2	1	6.215552	01	1
chr1	75000000	chr15	54000000	1	10	1	01	0.989561141	NA	01	0	0	01	0	1	2	1	5.91124138	01	1
chr1	75000000	chr15	35000000	3	10	3	01	0.882704437	NA	01	0	0	01	0	3	2	1	2.42781194	01	1
chr1	75000000	chr15	58000000	14	10	14	01	1	NA	01	0	0	01	0	14	2	1	6.66189961	01	1
chr1	75000000	chr15	51000000	4	10	4	01	0.999997735	NA	01	0	0	01	0	4	2	1	6.44009342	01	1
chr1	75000000	chr15	53000000	4	10	4	01	0.999997854	NA	01	0	0	01	0	4	2	1	6.74307019	01	1
chr1	75000000	chr15	52000000	1	10	1	01	0.999998927	NA	01	0	0	01	0	1	2	1	6.41606443	01	1
chr1	75000000	chr15	89000000	1	10	1	01	0.405841887	NA	01	0	0	01	0	1	2	1	3.1208903	01	1
chr1	76000000	chr15	51000000	2	10	2	01	0.999999762	NA	01	0	0	01	0	2	2	1	6.49821289	01	1
chr1	76000000	chr15	53000000	13	10	13	01	1	NA	01	0	0	01	0	13	2	1	6.85666044	01	1
chr1	76000000	chr15	52000000	1	10	1	01	1	NA	01	0	0	01	0	1	2	1	6.50676319	01	1
chr1	76000000	chr15	58000000	3	10	3	01	1	NA	01	0	0	01	0	3	2	1	6.77767226	01	1
chr1	76000000	chr15	54000000	2	10	2	01	0.99949944	NA	01	0	0	01	0	2	2	1	6.17670811	01	1
chr1	76000000	chr15	57000000	1	10	1	01	0.989695072	NA	01	0	0	01	0	1	3	1	6.33570107	01	1
chr1	76000000	chr15	56000000	1	10	1	01	0.991163969	NA	01	0	0	01	0	1	2	1	6.39080738	01	1
chr1	77000000	chr15	52000000	2	10	2	01	0.999998927	NA	01	0	0	01	0	2	2	1	6.2206038	01	1
chr1	77000000	chr15	53000000	2	10	2	01	1	NA	01	0	0	01	0	2	2	1	6.5767256	01	1
chr1	79000000	chr15	53000000	1	10	1	01	0.982365668	NA	01	0	0	01	0	1	2	1	5.54815933	01	1
chr1	83000000	chr15	57000000	1	10	1	01	0.999994755	NA	01	0	0	01	0	1	2	1	5.91936588	01	1
chr1	83000000	chr15	58000000	8	10	8	01	0.999999642	NA	01	0	0	01	0	8	2	1	6.04022525	01	1
chr1	83000000	chr15	55000000	3	10	3	01	1	NA	01	0	0	01	0	3	2	1	5.963403	01	1
chr1	83000000	chr15	53000000	2	10	2	01	0.996764779	NA	01	0	0	01	0	2	2	1	6.05172179	01	1
chr1	83000000	chr15	54000000	4	10	4	01	0.999999762	NA	01	0	0	01	0	4	2	1	5.62958644	01	1
chr1	83000000	chr15	30000000	1	10	1	01	0.739783347	NA	01	0	0	01	0	1	2	1	1.34628471	01	1
chr1	84000000	chr15	55000000	2	10	2	01	0.999988437	NA	01	0	0	01	0	2	2	1	5.53917485	01	1
chr1	84000000	chr15	30000000	3	10	3	01	0.625563741	NA	01	0	0	01	0	3	2	1	1.02880538	01	1
chr1	84000000	chr15	58000000	1	10	1	01	0.972115576	NA	01	0	0	01	0	1	2	1	5.54296133	01	1
chr1	6000000	chr17	9000000	1	10	1	10	0.972212911	NA	10	1	1	10	1	1	1	1	5.97611425	10	0
chr1	6000000	chr17	11000000	1	10	1	10	0.966918409	NA	10	1	1	10	1	1	1	1	5.85649073	10	0
chr1	7000000	chr17	11000000	7	10	7	10	0.99993813	NA	10	7	7	10	7	7	1	1	5.3288882	10	0
chr1	7000000	chr17	10000000	1	10	1	10	0.967455924	NA	10	1	1	10	1	1	1	1	5.55011294	10	0
chr1	8000000	chr17	67000000	3	10	2	10	0.670174301	NA	10	2	2	10	2	2	1	1	5.36236913	10	0
chr1	8000000	chr17	52000000	3	10	3	10	0.9976179	NA	10	3	3	10	3	3	1	1	4.83706439	10	0
chr1	8000000	chr17	11000000	18	10	18	10	1	NA	10	18	18	10	18	18	1	1	5.87279058	10	0
chr1	8000000	chr17	9000000	4	10	4	10	0.999999046	NA	10	4	4	10	4	4	1	1	5.95782115	10	0
chr1	8000000	chr17	41000000	1	10	1	10	0.914054513	NA	10	1	1	10	1	1	1	1	5.30908145	10	0
chr1	8000000	chr17	12000000	2	10	2	10	0.982789457	NA	10	2	2	10	2	2	1	1	4.67620381	10	0
chr1	8000000	chr17	10000000	1	10	1	10	0.99990654	NA	10	1	1	10	1	1	1	1	5.91584409	10	0
chr1	9000000	chr17	11000000	16	10	16	10	0.999997973	NA	10	16	16	10	16	16	1	1	5.50518938	10	0
chr1	9000000	chr17	9000000	2	10	2	10	0.962565899	NA	10	2	2	10	2	2	1	1	5.52961197	10	0
chr1	9000000	chr17	68000000	2	10	2	10	0.966586947	NA	10	2	2	10	2	2	1	1	5.19662351	10	0
chr1	9000000	chr17	52000000	2	10	2	10	0.999227047	NA	10	2	2	10	2	2	1	1	4.84936838	10	0
chr1	9000000	chr17	10000000	1	10	1	10	0.990323186	NA	10	1	1	10	1	1	1	1	5.63212498	10	0
chr1	9000000	chr17	67000000	3	10	3	10	0.777234793	NA	10	3	3	10	3	3	1	1	5.16376995	10	0
chr1	9000000	chr17	12000000	12	10	12	10	0.999994993	NA	10	12	12	10	12	12	1	1	5.12107905	10	0
chr1	9000000	chr17	46000000	1	10	1	10	0.961604655	NA	10	1	1	10	1	1	1	1	4.6397636	10	0
chr1	10000000	chr17	12000000	13	10	13	10	0.999972343	NA	10	13	13	10	13	13	1	1	5.12330345	10	0
chr1	10000000	chr17	45000000	1	11	1	10	0.97837925	NA	10	0	0	10	0	0	3	1	4.37370025	10	0
chr1	10000000	chr17	46000000	2	10	2	10	0.999576747	NA	10	2	2	10	2	2	1	1	4.81928461	10	0
chr1	10000000	chr17	47000000	2	10	2	10	0.998479068	NA	10	2	2	10	2	2	1	1	4.85692693	10	0
chr1	11000000	chr17	12000000	7	10	7	10	0.999871135	NA	10	7	7	10	7	7	1	1	4.24888295	10	0
chr1	11000000	chr17	46000000	2	10	2	10	0.975277305	NA	10	2	2	10	2	2	1	1	3.92702469	10	0
chr1	12000000	chr17	46000000	16	10	16	10	0.999425411	NA	10	16	16	10	16	16	1	1	4.54725893	10	0
chr1	12000000	chr17	47000000	1	10	1	10	0.994859457	NA	10	1	1	10	1	1	1	1	4.59179195	10	0
chr1	12000000	chr17	28000000	3	10	3	10	0.799399078	NA	10	3	3	10	3	3	1	1	3.81215416	10	0
chr1	12000000	chr17	48000000	3	10	3	10	0.991779625	NA	10	3	3	10	3	3	1	1	4.27299944	10	0
chr1	12000000	chr17	12000000	2	10	2	10	0.998686373	NA	10	2	2	10	2	2	1	1	4.91955005	10	0
chr1	12000000	chr17	26000000	1	10	1	10	0.648575902	NA	10	1	1	10	1	1	1	1	4.26782763	10	0
chr1	12000000	chr17	25000000	1	10	1	10	0.854587674	NA	10	1	1	10	1	1	1	1	4.17577045	10	0
chr1	13000000	chr17	48000000	17	10	17	10	0.996606112	NA	10	17	17	10	17	17	1	1	3.43895113	10	0
chr1	13000000	chr17	47000000	10	10	10	10	0.994001448	NA	10	10	10	10	10	10	1	1	3.7907587	10	0
chr1	13000000	chr17	25000000	5	10	5	10	0.866318583	NA	10	5	5	10	5	5	1	1	3.37717982	10	0
chr1	13000000	chr17	28000000	2	10	2	10	0.771830976	NA	10	2	2	10	2	2	1	1	2.9188662	10	0
chr1	13000000	chr17	46000000	1	10	1	10	0.995954156	NA	10	1	1	10	1	1	1	1	3.68496276	10	0
chr1	24000000	chr17	45000000	1	10	1	10	0.67038399	NA	10	1	1	10	1	1	1	1	4.18169985	10	0
chr1	26000000	chr17	4000000	1	01	1	10	0.959948719	NA	10	0	0	10	0	1	4	1	5.09086781	10	0
chr1	35000000	chr17	11000000	1	10	1	10	0.884281576	NA	10	1	1	10	1	1	1	1	5.59917529	10	0
chr1	35000000	chr17	10000000	3	10	3	10	0.99892199	NA	10	3	3	10	3	3	1	1	5.94178237	10	0
chr1	35000000	chr17	12000000	3	10	3	10	0.997843623	NA	10	3	3	10	3	3	1	1	5.18906438	10	0
chr1	35000000	chr17	9000000	1	10	1	10	0.980149209	NA	10	1	1	10	1	1	1	1	5.8055572	10	0
chr1	36000000	chr17	66000000	1	10	1	10	0.412768245	NA	10	1	1	10	1	1	1	1	3.45773403	10	0
chr1	36000000	chr17	12000000	5	10	5	10	0.998106003	NA	10	5	5	10	5	5	1	1	4.80663739	10	0
chr1	36000000	chr17	46000000	5	10	5	10	0.509513915	NA	10	5	5	10	5	5	1	1	4.44993879	10	0
chr1	36000000	chr17	47000000	2	10	2	10	0.585596383	NA	10	2	2	10	2	2	1	1	4.58154756	10	0
chr1	37000000	chr17	24000000	1	10	1	10	0.513401389	NA	10	1	1	10	1	1	1	1	4.60344986	10	0
chr1	63000000	chr17	22000000	3	10	3	10	0.638958573	NA	10	3	3	10	3	3	1	1	4.36341675	10	0
chr1	66000000	chr17	46000000	1	10	1	10	0.851016462	NA	10	1	1	10	1	1	1	1	4.30276163	10	0
chr1	66000000	chr17	21000000	1	10	1	10	0.510468125	NA	10	1	1	10	1	1	1	1	4.21025636	10	0
chr1	74000000	chr17	45000000	7	10	6	10	0.967982173	NA	10	6	6	10	6	7	1	1	4.17390703	10	0
chr1	74000000	chr17	10000000	1	10	1	10	0.851037383	NA	10	1	1	10	1	1	1	1	6.15858334	10	0
chr1	75000000	chr17	58000000	1	10	1	10	0.418051034	NA	10	1	1	10	1	1	1	1	5.44766816	10	0
chr1	82000000	chr17	46000000	2	10	2	10	0.713582337	NA	10	2	2	10	2	2	1	1	4.7522959	10	0
chr1	82000000	chr17	47000000	1	10	1	10	0.804680884	NA	10	1	1	10	1	1	1	1	4.81870157	10	0
chr1	87000000	chr17	24000000	2	10	2	10	0.754475534	NA	10	2	2	10	2	2	1	1	4.41368713	10	0
chr1	90000000	chr17	24000000	3	10	3	10	0.802315176	NA	10	3	3	10	3	3	1	1	3.03933852	10	0
chr1	131000000	chr17	24000000	5	10	5	10	0.964105964	NA	10	5	5	10	5	5	1	1	4.44060629	10	0
chr1	132000000	chr17	24000000	2	10	2	10	0.610921681	NA	10	2	2	10	2	2	1	1	4.06282552	10	0
chr1	134000000	chr17	24000000	4	10	4	10	0.736260772	NA	10	4	4	10	4	4	1	1	4.51871018	10	0
chr1	135000000	chr17	28000000	5	10	5	10	0.723790288	NA	10	5	5	10	5	5	1	1	3.76542234	10	0
chr1	135000000	chr17	27000000	8	10	8	10	0.806904554	NA	10	8	8	10	8	8	1	1	3.84924453	10	0
chr1	34000000	chr2	4000000	1	01	1	01	0.435809076	NA	01	1	1	01	1	1	1	1	3.30774953	01	0
chr1	41000000	chr2	5000000	1	01	1	01	0.416257769	NA	01	1	1	01	1	1	1	1	3.99820516	01	0
chr1	59000000	chr2	25000000	3	01	3	01	0.757143319	NA	01	3	3	01	3	3	1	1	4.09217404	01	0
chr1	60000000	chr2	6000000	5	01	5	01	0.975288689	NA	01	5	5	01	5	5	1	1	4.53695581	01	0
chr1	60000000	chr2	5000000	15	01	15	01	0.999873042	NA	01	15	15	01	15	15	1	1	4.50559484	01	0
chr1	60000000	chr2	7000000	2	01	2	01	0.988184094	NA	01	2	2	01	2	2	1	1	4.94474394	01	0
chr1	61000000	chr2	5000000	8	01	8	01	0.996546209	NA	01	8	8	01	8	8	1	1	3.84232271	01	0
chr1	61000000	chr2	7000000	4	01	4	01	0.999577701	NA	01	4	4	01	4	4	1	1	5.02449292	01	0
chr1	61000000	chr2	6000000	1	01	1	01	0.99486059	NA	01	1	1	01	1	1	1	1	4.38000411	01	0
chr1	62000000	chr2	5000000	3	01	3	01	0.90923202	NA	01	3	3	01	3	3	1	1	3.70392174	01	0
chr1	63000000	chr2	7000000	5	01	5	01	0.999051392	NA	01	5	5	01	5	5	1	1	4.71782208	01	0
chr1	63000000	chr2	6000000	5	01	5	01	0.996961892	NA	01	5	5	01	5	5	1	1	4.13218993	01	0
chr1	155000000	chr2	26000000	1	01	1	01	0.438494146	NA	01	1	1	01	1	1	1	1	4.58388052	01	0
chr1	159000000	chr2	170000000	3	01	3	01	0.896380723	NA	01	3	3	01	3	3	1	1	5.99778112	01	0
chr1	159000000	chr2	169000000	2	01	2	01	0.984434068	NA	01	2	2	01	2	2	1	1	6.18448919	01	0
chr1	160000000	chr2	169000000	1	01	1	01	0.729020417	NA	01	1	1	01	1	1	1	1	5.82577084	01	0
chr1	183000000	chr2	129000000	3	01	3	01	0.966956973	NA	01	3	3	01	3	3	1	1	5.39342481	01	0
chr1	183000000	chr2	181000000	4	01	4	01	0.999964356	NA	01	4	4	01	4	4	1	1	4.3945446	01	0
chr1	184000000	chr2	170000000	1	01	1	01	0.885109901	NA	01	1	1	01	1	1	1	1	5.68895085	01	0
chr1	184000000	chr2	181000000	10	01	10	01	0.999995351	NA	01	10	10	01	10	10	1	1	4.46250047	01	0
chr1	184000000	chr2	169000000	1	01	1	01	0.881591439	NA	01	1	1	01	1	1	1	1	5.62118046	01	0
chr1	185000000	chr2	169000000	21	01	21	01	0.999991775	NA	01	21	21	01	21	21	1	1	5.92637739	01	0
chr1	185000000	chr2	129000000	4	01	4	01	0.999643445	NA	01	4	4	01	4	4	1	1	5.4770122	01	0
chr1	185000000	chr2	170000000	5	01	5	01	0.997217894	NA	01	5	5	01	5	5	1	1	5.86045215	01	0
chr1	186000000	chr2	181000000	2	01	2	01	0.987745941	NA	01	2	2	01	2	2	1	1	4.44963075	01	0
chr1	190000000	chr2	181000000	1	01	1	01	0.998851895	NA	01	1	1	01	1	1	1	1	4.42458947	01	0
chr1	190000000	chr2	121000000	1	01	1	01	0.896326065	NA	01	1	1	01	1	1	1	1	5.12738954	01	0
chr1	191000000	chr2	121000000	20	01	20	01	0.999961257	NA	01	20	20	01	20	20	1	1	5.21773085	01	0
chr1	191000000	chr2	169000000	1	01	1	01	0.990377605	NA	01	1	1	01	1	1	1	1	5.76822218	01	0
chr1	191000000	chr2	181000000	2	01	2	01	0.999705493	NA	01	2	2	01	2	2	1	1	4.49596026	01	0
