config_name	chrom1	chrom2	policy	policy_family	selection_source	selected_swap_code	selected_swap1	selected_swap2	split_a_swap_code	split_b_swap_code	split_agree	oracle_swap_code	oracle_matches_selected	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr2	raw_all_same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.384722222	0.584027778	0.596491228	0.118055556
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr2	raw_split_a_same_cross_distance_sum	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.384722222	0.584027778	0.596491228	0.118055556
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr2	raw_split_b_same_cross_distance_sum	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.384722222	0.584027778	0.596491228	0.118055556
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr2	raw_split_agree_same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1440	0.384722222	0.584027778	0.596491228	0.118055556
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	cis_selected_whole_chrom	baseline_eval_gauge	cis_snp_truth_whole_chrom	0	0	0	NA	NA	0	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	pair_independent_4state_snp_oracle	eval_only_oracle	snp_truth_oracle	2	1	0	NA	NA	0	2	1	1036	0.272200772	0.52027027	0.369230769	0.0231660232
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_a_geom_nearest_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_b_geom_nearest_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_a_geom_top_to_nearest	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_b_geom_top_to_nearest	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_a_margin_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_b_margin_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_all_pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_a_pmax_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_b_pmax_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_agree_pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_all_posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_a_posterior_same_cross_mass	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_b_posterior_same_cross_mass	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_agree_posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_all_same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_a_same_cross_distance_sum	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_b_same_cross_distance_sum	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr3	raw_split_agree_same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	2	0	1036	0.264478764	0.47972973	0.2	0.0125482625
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	cis_selected_whole_chrom	baseline_eval_gauge	cis_snp_truth_whole_chrom	0	0	0	NA	NA	0	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	pair_independent_4state_snp_oracle	eval_only_oracle	snp_truth_oracle	0	0	0	NA	NA	0	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_a_geom_nearest_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_b_geom_nearest_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_a_geom_top_to_nearest	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_b_geom_top_to_nearest	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_a_margin_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_b_margin_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_all_pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_a_pmax_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_b_pmax_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_agree_pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_all_posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_a_posterior_same_cross_mass	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_b_posterior_same_cross_mass	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_agree_posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_all_same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_a_same_cross_distance_sum	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_b_same_cross_distance_sum	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr4	raw_split_agree_same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1167	0.477292202	0.616966581	0.492096944	0.40017138
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	cis_selected_whole_chrom	baseline_eval_gauge	cis_snp_truth_whole_chrom	0	0	0	NA	NA	0	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	pair_independent_4state_snp_oracle	eval_only_oracle	snp_truth_oracle	1	0	1	NA	NA	0	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_a_geom_nearest_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_b_geom_nearest_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_a_geom_top_to_nearest	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_b_geom_top_to_nearest	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_a_margin_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_b_margin_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_all_pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_a_pmax_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_b_pmax_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_agree_pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	1	0	865	0.255491329	0.463583815	0.286432161	0.0658959538
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_all_posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_a_posterior_same_cross_mass	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_b_posterior_same_cross_mass	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_agree_posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_all_same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_a_same_cross_distance_sum	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_b_same_cross_distance_sum	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr5	raw_split_agree_same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	1	0	1	1	1	1	1	1	865	0.268208092	0.536416185	0.251256281	0.0578034682
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr6	cis_selected_whole_chrom	baseline_eval_gauge	cis_snp_truth_whole_chrom	0	0	0	NA	NA	0	0	1	1600	0.584375	0.705	0.723905724	0.403125
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr6	pair_independent_4state_snp_oracle	eval_only_oracle	snp_truth_oracle	0	0	0	NA	NA	0	0	1	1600	0.584375	0.705	0.723905724	0.403125
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr6	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1600	0.584375	0.705	0.723905724	0.403125
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr6	raw_split_a_geom_nearest_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1600	0.584375	0.705	0.723905724	0.403125
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr6	raw_split_b_geom_nearest_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1600	0.584375	0.705	0.723905724	0.403125
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr6	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1600	0.584375	0.705	0.723905724	0.403125
p9016_pcgamma1_td0p5_mstep0_sep0	chr1	chr6	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	0	0	0	0	0	1	0	1	1600	0.584375	0.705	0.723905724	0.403125
